id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
42fd3e83-9564-4bb4-823b-0ee0d5ed72d8,Sophia Sousa,1997-11-06,479.231.795-64,21459218,Pereira,GO,Brasil,F,(011) 1041-8597,47923179564@exemplo.com.br,2025-06-10
e2679b76-59f7-4bb5-92fa-8f174624d1d1,Maria Laura Peixoto,1988-07-05,888.187.975-54,80302-466,Freitas das Flores,PE,Brasil,M,(031) 1190 9120,88818797554@exemplo.com.br,2024-11-20
f219c950-c4ec-4179-896b-8cf804c22c80,Manuela Correia,1978-02-14,910.897.408-09,73454058,Garcia,ES,Brasil,M,(051) 3401 8032,91089740809@exemplo.com.br,2024-02-02
9bf0c5cc-4f83-4dd3-95eb-532368362700,Arthur Gabriel Cassiano,1955-01-18,997.353.909-16,45909-010,Pinto da Mata,PB,Brasil,F,+55 (061) 7027-8233,99735390916@exemplo.com.br,2025-08-04
ce0cc3b1-19f1-4140-b756-5e1d0faf00ef,Dr. Francisco Câmara,1969-05-02,639.041.771-91,65662-477,Dias do Campo,TO,Brasil,F,0500-184-2990,63904177191@exemplo.com.br,2024-11-08
63a5df0e-5e54-4f4d-9904-acb10a9da12b,Ian Santos,1946-08-09,248.426.302-00,15019-448,Albuquerque da Serra,TO,Brasil,F,(041) 7570-7082,24842630200@exemplo.com.br,2024-05-27
2ef5c088-7b0a-4abe-9534-31b67b3d9fa6,Thales Macedo,1960-05-05,417.850.355-47,95420953,Souza de Abreu,SC,Brasil,M,51 4208 4026,41785035547@exemplo.com.br,2024-01-20
726d8f8a-51ad-4cbf-bbbf-a73e7557aa33,Calebe Gonçalves,1952-04-20,764.686.449-46,14393-312,Santos,PA,Brasil,M,+55 (021) 2619 7702,76468644946@exemplo.com.br,2025-01-27
09e53d15-49ea-4453-9a98-93e5ee28e98f,Theo da Conceição,1982-12-25,824.592.328-98,30893508,Sampaio do Oeste,AM,Brasil,F,+55 (084) 1860-0038,82459232898@exemplo.com.br,2024-09-10
46d1190a-81b4-4703-a8e4-fd6c23aa962b,Paulo Gomes,1998-05-26,070.699.477-17,61079-306,Rocha do Oeste,PE,Brasil,M,+55 61 5282-6577,07069947717@exemplo.com.br,2024-11-05
0109336f-5b7c-4b2c-b3a5-8646655ffc67,Vitor Gabriel Lima,1984-12-09,717.980.028-06,84243097,Garcia,ES,Brasil,M,+55 21 8010-7338,71798002806@exemplo.com.br,2025-01-05
fdbfa650-9672-41a9-8703-1bd98af9a2af,Lívia Porto,1998-11-04,465.725.160-23,60980-384,Pimenta,PE,Brasil,F,(041) 0304-1427,46572516023@exemplo.com.br,2024-07-11
8008cdcb-efa2-4e61-bc51-fbfda1aec6ba,Dr. Theodoro Rios,1964-09-18,837.299.699-49,48142-796,Vieira de Aparecida,MS,Brasil,M,+55 (011) 6789 7472,83729969949@exemplo.com.br,2024-07-24
3408d549-5068-4bd6-8e06-fb89701d1bab,Sra. Maria Eduarda Rios,1988-04-29,740.533.312-80,92090-952,Costa,MG,Brasil,F,0500-984-9211,74053331280@exemplo.com.br,2024-08-26
40ace9c2-51a0-4533-bc11-df6bef8ad2f3,Liz Abreu,2001-10-07,355.185.034-69,39359-296,Guerra,PR,Brasil,F,+55 21 7347-9402,35518503469@exemplo.com.br,2024-09-10
9cb3c6bd-1564-4dbf-a635-6b568bd2aa35,Ana Beatriz Viana,1992-03-16,081.636.516-78,20719903,Nunes dos Dourados,MA,Brasil,F,(031) 2655 8438,08163651678@exemplo.com.br,2024-09-23
41278f4b-e14c-40ba-bed2-03cf88f95213,Dr. Enrico Rezende,1996-03-06,279.431.285-10,35808356,Pires de Pinto,SE,Brasil,M,(021) 7638 0103,27943128510@exemplo.com.br,2025-08-08
104560ab-d04c-4788-82ce-48817138a49e,Ana Luiza Abreu,1959-07-29,075.520.077-36,01911655,Barros,RS,Brasil,F,(061) 6011 7371,07552007736@exemplo.com.br,2024-03-05
9a6cf460-b61f-47c0-a74a-274c014da535,Juliana Machado,2003-12-27,443.603.131-02,85881251,Mendonça do Sul,RR,Brasil,M,+55 81 1324-4621,44360313102@exemplo.com.br,2024-08-01
7b031657-9322-461c-86ae-46ae1d1c831b,Laís Marques,1960-02-27,601.455.145-68,07444209,Marques de Melo,MT,Brasil,F,(011) 1528-8594,60145514568@exemplo.com.br,2024-05-01
08493b80-e218-4fec-be48-9a91ca463261,Heloisa Vasconcelos,1974-09-14,207.258.059-58,05535-698,Sá,MG,Brasil,M,(041) 6123 8572,20725805958@exemplo.com.br,2025-05-16
efb7a733-0655-4b85-85c9-c6b3a0ec7eb9,Sra. Ana Sophia Fonseca,1991-09-05,540.152.478-33,91471739,Moreira,RS,Brasil,F,+55 21 9157-7927,54015247833@exemplo.com.br,2023-12-16
9b45f92c-6e82-4e8c-8e79-976e485535c8,Camila da Rocha,1994-09-23,382.527.982-05,37123-544,Mendonça,RJ,Brasil,F,(084) 9086 2966,38252798205@exemplo.com.br,2024-01-23
56576304-a598-478c-8077-d021ff2e07c2,Benício Moreira,1937-12-05,276.451.602-86,02194600,da Rocha,PR,Brasil,M,+55 (084) 7822 0131,27645160286@exemplo.com.br,2024-10-28
00c3ac7c-d576-4ad2-803e-eb4fd8a72455,Benício Gonçalves,1944-05-23,696.293.129-39,13975179,Marques,DF,Brasil,M,+55 (011) 4954-5968,69629312939@exemplo.com.br,2024-12-02
9f233b5c-0523-4e1d-b7b6-3bd2df263e3f,Murilo Fogaça,1956-11-18,313.546.786-98,10034583,da Rosa de Montenegro,AP,Brasil,M,(061) 0644-8030,31354678698@exemplo.com.br,2024-05-01
4d0b7d2b-b040-486e-abe9-3b77f44da469,Evelyn Santos,1965-08-07,860.332.897-20,81364497,Barros,AL,Brasil,M,81 3414 8963,86033289720@exemplo.com.br,2024-09-20
1e50b059-d929-43ff-ab56-be3ecee617d7,Valentim Pacheco,1977-03-24,251.709.423-96,41829135,Siqueira,SC,Brasil,F,0800 080 3743,25170942396@exemplo.com.br,2023-10-26
3ae4a186-682c-487e-a624-5f5661852cd8,Beatriz Gomes,1955-01-20,698.841.162-39,23587-685,Cassiano,PR,Brasil,M,61 8022-0761,69884116239@exemplo.com.br,2024-09-07
9981fb01-e1e5-4970-ba91-487c96c76788,Sr. Raul Garcia,1993-05-13,587.118.687-19,17421-564,Pimenta,BA,Brasil,M,(031) 9790 9501,58711868719@exemplo.com.br,2023-12-25
500f773f-015a-4b32-a980-e8189cc5a9be,Léo Carvalho,1966-09-18,978.720.465-84,53264916,Dias de Barbosa,MG,Brasil,M,81 0694 3921,97872046584@exemplo.com.br,2024-04-01
83b40b7f-6ce9-49cf-a4e7-2783b7c7e16d,Bruna da Conceição,1965-12-17,308.820.803-34,39018135,Pacheco do Galho,PI,Brasil,F,71 0542 0479,30882080334@exemplo.com.br,2024-06-03
41fd9f32-437d-4583-be67-020fece573b1,Cecilia Machado,1984-01-02,918.685.114-24,62957-435,Gonçalves do Norte,SE,Brasil,F,+55 71 4169-1363,91868511424@exemplo.com.br,2024-12-20
d4be7285-0a69-4c52-865d-587985e5d276,Ana Sophia Porto,1967-09-29,132.873.536-27,68573-385,da Rosa,PB,Brasil,F,+55 (071) 6557-9329,13287353627@exemplo.com.br,2024-12-16
9a31e902-d094-4678-9584-20bbddad63da,Ana Liz Montenegro,1945-07-05,803.949.462-72,39813-823,Albuquerque,RO,Brasil,F,81 2505-3432,80394946272@exemplo.com.br,2025-07-29
5263ced0-3d4d-40e9-83af-f68ac43d2a3f,Maria Laura Correia,1987-04-03,099.599.096-59,83480-675,Lopes de da Mata,SE,Brasil,M,+55 31 3642-3936,09959909659@exemplo.com.br,2023-12-03
61fc7ead-8e0a-4e98-a035-f8a8a3c004e5,Heitor Brito,1990-11-21,287.476.956-23,42826036,Porto,SE,Brasil,F,0300-872-7922,28747695623@exemplo.com.br,2024-02-19
e19cbb73-9985-477a-b473-93ff954640f2,Letícia Nogueira,1977-03-26,082.613.223-98,15754190,da Conceição,TO,Brasil,F,+55 (051) 6306 6795,08261322398@exemplo.com.br,2025-04-10
15c0437e-5b2d-4a58-8bf7-3f10a613d726,Zoe da Conceição,1985-07-03,913.601.608-64,20959-884,Leão de Barros,ES,Brasil,M,+55 11 3962-5602,91360160864@exemplo.com.br,2025-01-07
f2ff54f6-2db3-4143-a62d-8debc667f962,Henry Peixoto,1987-12-28,376.177.359-08,48932674,Moreira dos Dourados,PA,Brasil,F,(011) 8024 4134,37617735908@exemplo.com.br,2024-03-03
4c00fb48-00df-4a9d-bcce-80bf0738ef4a,Juan Melo,1979-01-04,053.390.175-73,91569759,Araújo,PR,Brasil,M,(071) 1639-8923,05339017573@exemplo.com.br,2024-09-05
258b631e-9bac-4199-a0a9-005df5e8dbfb,Léo Campos,1947-04-15,225.899.183-23,77756-093,Cunha,PB,Brasil,M,(041) 3879 6230,22589918323@exemplo.com.br,2025-03-31
8948200a-96e7-494c-ac64-5a5e4dcd6e4d,Vitor Hugo da Rocha,1992-07-23,652.278.419-70,23217816,Pereira,MT,Brasil,M,+55 (061) 0568 5002,65227841970@exemplo.com.br,2024-03-15
6d334777-cad4-45c3-961c-11b8f09df7ef,Benjamin Monteiro,1968-06-06,954.174.051-46,34605-419,Monteiro,MG,Brasil,M,21 8338 0035,95417405146@exemplo.com.br,2024-02-26
0eeac467-b849-42c8-90b1-823b73bcf02b,Antony Gonçalves,2000-05-18,151.324.746-14,82437-691,Montenegro das Flores,CE,Brasil,F,11 6984 3910,15132474614@exemplo.com.br,2024-02-22
0439cf54-044f-4311-8bd3-45b87673453e,Maria Luiza Vargas,1955-11-15,846.441.128-18,66513-326,Campos de Minas,PA,Brasil,F,+55 21 0352-8949,84644112818@exemplo.com.br,2025-05-26
035cd2f6-6b57-4233-8273-4873b59a4117,Srta. Eloá Silveira,1934-11-20,990.239.723-61,52678-880,Lima,PI,Brasil,F,(011) 9790-8689,99023972361@exemplo.com.br,2025-05-26
cf1abf39-eb85-4b0e-acfd-56669e458509,Luana Freitas,1939-04-06,435.819.817-33,72078-107,da Paz,PI,Brasil,M,(081) 0133-4010,43581981733@exemplo.com.br,2024-04-10
b9b46299-e260-4a45-a888-c439504936ec,Dr. Henrique Cunha,1941-05-13,017.215.243-37,31489293,Nascimento de Dias,MG,Brasil,F,+55 (041) 4371 4884,01721524337@exemplo.com.br,2025-04-19
414cd6e7-d85c-49e3-9956-15d7e94de0aa,Anna Liz Cavalcante,1975-09-26,223.804.093-66,53393641,Câmara,PI,Brasil,M,+55 (031) 9836-8554,22380409366@exemplo.com.br,2025-05-27
5422e87d-7c78-4eb3-a5da-a74143a5d9eb,Kamilly da Luz,1977-03-03,022.442.875-82,58471-163,Pires do Oeste,MT,Brasil,M,+55 41 2808-5627,02244287582@exemplo.com.br,2024-06-18
28f3fbaa-1a15-4960-9d3f-09a791debd17,Maysa Rios,1984-03-31,119.432.624-74,59434-065,Aparecida,MT,Brasil,M,+55 (051) 4566-2181,11943262474@exemplo.com.br,2024-06-03
03084239-2fc5-46b0-a960-ae01e0fa1dc0,Sr. José Farias,1959-06-28,611.234.793-85,28092-410,da Cruz de Rios,SE,Brasil,F,(061) 4822-3923,61123479385@exemplo.com.br,2023-08-26
a4d07b2e-0c10-42e6-a9aa-87a94ebe7156,Ana Clara Aparecida,1951-12-09,674.687.905-92,90043-488,Barros,AM,Brasil,F,0500 259 4910,67468790592@exemplo.com.br,2024-12-13
06049478-38b8-4c00-b281-bc2deb5e368f,Fernanda Porto,2003-05-06,770.506.543-70,48913714,Brito,ES,Brasil,F,+55 61 5640 1441,77050654370@exemplo.com.br,2024-11-12
a19c59db-4b5f-4971-a110-79c0f4642ffe,Carolina Cunha,1950-08-01,067.992.356-28,28330182,Andrade,DF,Brasil,M,+55 41 3349 5436,06799235628@exemplo.com.br,2025-03-09
4949b35b-14f1-4150-b14c-7ee752d1a073,Rafaela Vasconcelos,1959-01-07,310.711.573-68,92177492,Lopes de Garcia,SC,Brasil,M,(084) 2412-5603,31071157368@exemplo.com.br,2024-06-14
b9529b2a-b229-4edd-861e-959425393b72,Julia Correia,2002-09-05,228.060.014-18,30757655,Fernandes do Oeste,PE,Brasil,F,21 4856-1038,22806001418@exemplo.com.br,2023-11-19
f4456329-7020-49f9-9756-32e533c67aed,Nicolas Cavalcanti,1986-03-07,378.048.582-45,84914870,Fogaça de Nogueira,SP,Brasil,M,+55 21 9174-7414,37804858245@exemplo.com.br,2024-09-17
54d004e8-805c-4be9-a23d-e05032628adc,Sr. Enrico Lima,1971-09-11,520.283.158-07,84548-679,Cunha da Praia,PI,Brasil,F,0800 023 3498,52028315807@exemplo.com.br,2024-10-08
58ec816a-87ae-41f7-b620-655ac7c02a32,Yago Sousa,1995-01-04,533.713.610-47,72919893,da Luz da Mata,SE,Brasil,F,(051) 5745 0722,53371361047@exemplo.com.br,2024-08-31
009506a1-6629-4cc0-ba76-7e04e0afe810,Fernanda Aragão,1991-05-04,049.790.263-14,81210-796,Cunha do Oeste,ES,Brasil,F,+55 (011) 8297-0818,04979026314@exemplo.com.br,2024-09-15
214dd33a-62d4-4289-bbbf-c6af7fd5346d,Sr. Igor Moraes,1943-05-04,588.827.678-35,17055-559,Cavalcante,DF,Brasil,M,+55 (011) 4792-4572,58882767835@exemplo.com.br,2024-08-31
0c1cddf3-781b-455f-8f53-df3864510ff0,Pietra da Rosa,2001-03-22,817.334.141-43,27340-917,Silva,AP,Brasil,F,+55 41 5529-2386,81733414143@exemplo.com.br,2024-01-03
647d4438-cf28-47a9-b041-d852ae7d7ada,Dr. Benicio Caldeira,1997-04-14,771.602.583-66,87055260,Rios das Flores,AL,Brasil,M,84 0120 2221,77160258366@exemplo.com.br,2025-05-11
acc89af2-1cb9-49f2-8d66-61477d77dcdb,Emanuelly da Cunha,1971-09-28,756.952.571-27,17908431,Pimenta da Mata,SP,Brasil,M,41 9180-4477,75695257127@exemplo.com.br,2024-04-02
cd483caa-8e01-4c2f-a312-861ba80149fb,Alice da Paz,2003-07-12,911.725.224-72,52975710,Fogaça,RJ,Brasil,F,31 5366 6430,91172522472@exemplo.com.br,2024-05-15
9911cc29-7051-4255-a383-b9c3da6f93e4,Dr. Kaique Porto,1975-09-30,427.647.393-25,24666794,da Cruz,MS,Brasil,F,+55 (051) 4285 7614,42764739325@exemplo.com.br,2024-04-25
aabd4a5d-1b84-476b-a809-891d0006dac3,Rael Fonseca,2001-07-05,441.528.768-86,61456-810,Carvalho da Prata,AC,Brasil,F,41 6915 2685,44152876886@exemplo.com.br,2024-08-24
d7969423-4674-46e3-bdac-cb2d67964c91,Maria Helena Campos,1987-02-09,792.503.859-11,19296-853,Montenegro,BA,Brasil,F,84 7784 0038,79250385911@exemplo.com.br,2025-03-25
de7e2382-ac3a-4791-97bc-71d3a413b412,Sr. Otto Cirino,1974-12-24,941.274.850-13,66010-407,Campos da Mata,SE,Brasil,M,(031) 9217-0945,94127485013@exemplo.com.br,2025-03-09
48703a9e-9392-4fd2-a6eb-fc15cb7c7f1d,Pedro Henrique Pereira,1954-02-28,920.345.746-47,62664527,da Rocha,BA,Brasil,M,11 3390-4988,92034574647@exemplo.com.br,2023-12-20
73613c58-0ccc-4f60-8a15-bc5c0506013d,Bruna Novais,1938-07-15,199.464.754-03,73018688,Alves,AM,Brasil,F,+55 84 8641-4528,19946475403@exemplo.com.br,2025-06-26
3c4010c5-82a7-4d23-ae7c-86aadeb431e3,Carlos Eduardo Nascimento,1965-12-27,935.876.800-30,46597878,Pires Verde,MG,Brasil,M,11 0218-7470,93587680030@exemplo.com.br,2024-10-21
985e691a-a595-4975-be63-2d82b52f2d92,Arthur Miguel Leão,1978-05-18,605.421.698-95,94195-515,Ribeiro,AP,Brasil,M,+55 81 4969 2522,60542169895@exemplo.com.br,2025-03-29
a05462e8-87c5-4389-a2be-a40a0aea41d2,Brayan da Cunha,1982-04-20,717.789.303-34,34340-660,Leão Paulista,SE,Brasil,M,+55 (071) 8947-0191,71778930334@exemplo.com.br,2024-09-30
bb77a722-b97f-4653-a7b4-86c582c524ab,Henry Gabriel da Mota,1954-07-23,749.695.801-51,77143439,Andrade de Costa,MA,Brasil,M,41 0454 6628,74969580151@exemplo.com.br,2024-11-21
0e98562b-72f6-4744-b27e-af3cc0674e76,Luiz Otávio Aparecida,1946-02-10,202.785.454-50,35248-094,da Cruz,DF,Brasil,M,(051) 1723 0973,20278545450@exemplo.com.br,2024-12-23
92479084-5936-472b-8165-9004c8ae4a90,Maria Fernanda Montenegro,2001-05-29,760.993.341-32,58303-931,Viana dos Dourados,SC,Brasil,F,(084) 9384 8147,76099334132@exemplo.com.br,2025-06-18
1951c153-9db9-47b6-bedf-a7dd222f4e09,Sr. Luiz Felipe Pacheco,1986-02-11,274.871.578-90,77585-647,Garcia da Prata,PB,Brasil,M,41 2868-3242,27487157890@exemplo.com.br,2024-07-15
fc5a6128-c6fb-44c8-b6fe-3db780175398,Dra. Maria Liz da Mota,1966-05-10,563.437.944-40,53342459,Sá de Goiás,MT,Brasil,F,84 8118 9171,56343794440@exemplo.com.br,2024-08-29
2c2fc651-b574-4637-91f8-067a167a1f28,Gustavo Borges,1960-06-21,156.958.591-49,92244748,Guerra do Oeste,PE,Brasil,F,+55 51 3475 4545,15695859149@exemplo.com.br,2025-05-28
2fe1a143-08aa-4c80-9d8b-7e116ee8d081,Laís Novaes,1959-07-21,606.999.323-69,70755509,Campos do Norte,AC,Brasil,F,+55 11 7951-8721,60699932369@exemplo.com.br,2023-11-30
49905a02-f09b-4d2b-b959-2f8ec45ceeff,Mateus Mendonça,1946-07-05,591.346.911-92,10657788,Guerra,MT,Brasil,F,+55 (051) 6241 9938,59134691192@exemplo.com.br,2025-04-08
91df9f6e-773e-4c8e-9212-64f4f733f781,Sabrina Alves,2004-08-29,185.800.324-27,43471968,Cavalcante,TO,Brasil,M,+55 71 8329-8300,18580032427@exemplo.com.br,2024-06-12
81db0e35-b753-4df0-b30d-6c1ef5af6dcc,Esther Novaes,1992-12-02,129.682.193-56,78980782,Alves da Serra,MS,Brasil,M,+55 84 1158-8043,12968219356@exemplo.com.br,2024-04-06
ca5d379c-be45-4751-aecc-5f2a45cab676,Sra. Vitória Macedo,1983-05-08,615.370.735-63,39852388,Pacheco,RN,Brasil,F,+55 31 3012 9765,61537073563@exemplo.com.br,2025-05-02
6a5278a3-deaf-4adc-8c35-dfa32b1dfb2a,Vitória Fogaça,1997-02-04,193.803.901-36,81807-883,Pimenta de Alves,BA,Brasil,F,51 7552 3156,19380390136@exemplo.com.br,2023-09-30
7722f9bd-7f68-436f-86a6-f8df9a3b7547,Daniela Siqueira,1955-05-07,204.199.507-79,09682-455,Costa,MA,Brasil,M,+55 71 1896-5493,20419950779@exemplo.com.br,2025-03-30
bc396f39-dd85-4ed1-8844-26482bafdb71,Dr. Heitor Oliveira,1997-12-25,886.934.594-88,85505622,Cunha,SE,Brasil,F,81 9117-9796,88693459488@exemplo.com.br,2025-02-17
413e056d-be18-4b87-a455-7a665f395ddd,Arthur Gabriel Correia,1948-02-07,671.422.729-82,58582030,Brito,CE,Brasil,F,+55 (021) 5973 4517,67142272982@exemplo.com.br,2024-06-18
59adafce-69e1-41fc-bda3-25a20661aacd,Sr. João Pedro Costa,1969-09-26,805.858.925-68,84512-577,Nogueira,ES,Brasil,M,0900 280 5389,80585892568@exemplo.com.br,2024-01-25
6ea0efdc-592a-456d-8a4a-e6adb9efbd03,Luna Lopes,1959-12-18,548.739.588-91,15370-656,da Conceição,BA,Brasil,F,51 1019 5063,54873958891@exemplo.com.br,2024-02-18
a2047f18-5060-4927-8022-a72896d54084,Sr. José Miguel Vieira,1945-09-08,967.919.592-72,58630-222,da Costa da Praia,MG,Brasil,M,(084) 3965 4038,96791959272@exemplo.com.br,2024-08-25
672dd8fe-6787-45e6-8b5a-9ba1c39ebb6a,Marcelo Gomes,1965-11-02,513.492.409-88,91431-979,Aparecida do Norte,PB,Brasil,F,11 6033-2974,51349240988@exemplo.com.br,2023-09-15
cce96bb7-627c-4d7d-a0b1-0fecb818f4f8,Allana da Conceição,1997-10-31,559.365.219-20,60331348,Costela,RJ,Brasil,M,(031) 2747 8466,55936521920@exemplo.com.br,2023-10-15
98abddc0-00eb-4463-ab3c-2b9696f7b9fa,Hadassa Alves,1936-06-21,696.331.092-59,99916-681,Pereira de Ribeiro,TO,Brasil,M,(041) 5489-5823,69633109259@exemplo.com.br,2024-07-17
e1b6f464-f59f-45bd-90a0-bbea16d623dc,Cauã da Mata,1954-10-28,569.187.088-91,35280-733,da Rosa Grande,DF,Brasil,F,(011) 6169-2330,56918708891@exemplo.com.br,2023-11-17
ccbb7e7a-de2e-41cd-bc17-32564d9ad60f,Marcela Sales,1940-05-02,750.249.966-54,97651476,Melo,RO,Brasil,M,+55 (081) 7081 5967,75024996654@exemplo.com.br,2025-04-23
570a4a1c-bcdf-41e0-8c3d-4c56d13631b4,Sophie Nogueira,1950-06-18,798.579.693-68,71627387,Marques do Sul,BA,Brasil,M,41 7562 4808,79857969368@exemplo.com.br,2024-03-29
0b97957e-5ac0-4515-904c-d6a39bd36163,Sophia Lima,1954-02-03,660.194.411-61,95742275,Aparecida,MA,Brasil,F,+55 (061) 4192-6452,66019441161@exemplo.com.br,2024-09-23
829cf6d3-6f5c-4780-bdbc-c39433520f66,Heloisa Souza,1947-08-12,240.140.933-98,54104-490,Moraes,RN,Brasil,M,71 0863 2323,24014093398@exemplo.com.br,2024-06-26
4910e4bc-c841-40ba-9fc2-0b9d5c01a55b,Dra. Luísa Costa,1961-05-13,950.177.268-16,79811-027,da Conceição,AC,Brasil,M,+55 41 0166 0199,95017726816@exemplo.com.br,2024-08-09
16a9cc94-d6c5-403e-9b19-a802226b19fd,Isaque Montenegro,2001-06-21,282.342.562-15,53530337,Abreu,RO,Brasil,F,(061) 2269-3398,28234256215@exemplo.com.br,2023-09-06
a623539f-9acf-421f-acbf-8010c33b788e,Breno Rios,2005-08-03,754.551.018-33,26729-177,da Luz dos Dourados,PR,Brasil,F,+55 21 6619 0735,75455101833@exemplo.com.br,2024-04-29
8cceb6fd-9b46-48c0-b03d-b7eb8f0a0cc3,Ísis Viana,1965-01-04,387.952.707-73,70769-870,Aparecida,PB,Brasil,M,+55 81 7640-0608,38795270773@exemplo.com.br,2025-01-12
385c8a8a-e2df-4e69-87ec-522226ce78ed,Dr. Enzo Gabriel Fernandes,1963-02-10,749.462.981-38,75336119,Lima,MT,Brasil,M,+55 21 5695-7400,74946298138@exemplo.com.br,2024-09-13
f4f219b9-59f4-43b7-8cf8-9870ee79094f,Isabela Pacheco,1965-12-27,382.907.999-81,03020616,das Neves de Almeida,GO,Brasil,F,+55 (061) 7375-6103,38290799981@exemplo.com.br,2024-01-13
acf35761-d170-422b-b7ea-a635d9327430,Bella Siqueira,1953-01-12,629.525.432-05,10681846,Marques,ES,Brasil,F,+55 21 0456-0227,62952543205@exemplo.com.br,2023-09-17
2ee2d843-cd02-4f2b-a49a-7fe5709da4ee,Nicolas Viana,1935-09-24,377.423.086-36,16932449,Caldeira de Araújo,PA,Brasil,M,+55 (051) 3163 2967,37742308636@exemplo.com.br,2024-06-05
559fbb43-2723-4c36-9b35-9f5030a13ae3,Theo Fonseca,1986-01-12,841.892.836-45,48751-291,Montenegro,AC,Brasil,M,11 8176-0228,84189283645@exemplo.com.br,2023-11-20
3ad99029-0aa9-4cdb-9ea9-4b2d51149cb2,Dra. Sophie Mendes,2001-09-18,281.630.472-73,71481-714,Fernandes do Galho,GO,Brasil,M,+55 21 5382-6946,28163047273@exemplo.com.br,2025-01-28
